ID;role;research_role;research_role_ifother;country;field;ArtsHumanities;EngineeringTechnology;Law;LifeSciences;Medicine;PhysicalSciences;SocialSciencesEconomics;firstpub;imp_dev;supportOA;supportOS;tool_access_author;tool_access_deepdyve;tool_access_institutional;tool_access_oabutton;tool_access_other;tool_access_other_orig;tool_access_ppv;tool_access_res4life;tool_access_resgate;tool_alert_browzine;tool_alert_f1000;tool_alert_gs;tool_alert_mendeley;tool_alert_other;tool_alert_other_orig;tool_alert_resgate;tool_alert_sparrho;tool_alert_toc;tool_analysis_dhbox;tool_analysis_excel;tool_analysis_ipython;tool_analysis_matlab;tool_analysis_other;tool_analysis_other_orig;tool_analysis_r;tool_analysis_ropen;tool_analysis_spss;tool_archcode_bitbucket;tool_archcode_dataverse;tool_archcode_dryad;tool_archcode_figshare;tool_archcode_github;tool_archcode_other;tool_archcode_other_orig;tool_archcode_pangaea;tool_archcode_zenodo;tool_archpres_f1000;tool_archpres_figshare;tool_archpres_other;tool_archpres_other_orig;tool_archpres_slideshare;tool_archpres_sop;tool_archpres_speakerdeck;tool_archpres_vimeo;tool_archpres_zenodo;tool_archpub_arxiv;tool_archpub_bioRxiv;tool_archpub_institrepo;tool_archpub_isharewp;tool_archpub_other;tool_archpub_other_orig;tool_archpub_pubmed;tool_archpub_resgate;tool_archpub_ssrn;tool_impact_altmet;tool_impact_hpop;tool_impact_is;tool_impact_jcr;tool_impact_other;tool_impact_other_orig;tool_impact_plos;tool_impact_scopus;tool_impact_wos;tool_pop_famelab;tool_pop_kudos;tool_pop_other;tool_pop_other_orig;tool_pop_pos;tool_pop_resblog;tool_pop_twit;tool_pop_wiki;tool_pop_wordpress;tool_profile_academia;tool_profile_gsc;tool_profile_instit;tool_profile_msw;tool_profile_orcid;tool_profile_other;tool_profile_other_orig;tool_profile_resgate;tool_profile_resid;tool_pub_dataj;tool_pub_f1000;tool_pub_megaoa;tool_pub_megatrad;tool_pub_other;tool_pub_other_orig;tool_pub_topicoa;tool_pub_topictrad;tool_pub_winnower;tool_read_acro;tool_read_html;tool_read_hypothesis;tool_read_iannotate;tool_read_mendeley;tool_read_other;tool_read_other_orig;tool_read_readcube;tool_read_utopia;tool_ref_citavi;tool_ref_endnote;tool_ref_mendeley;tool_ref_other;tool_ref_other_orig;tool_ref_papers;tool_ref_refme;tool_ref_refworks;tool_ref_zotero;tool_review_ak;tool_review_other;tool_review_other_orig;tool_review_papercritic;tool_review_pos;tool_review_publons;tool_review_pubmed;tool_review_pubpeer;tool_review_rubriq;tool_search_gs;tool_search_mendeley;tool_search_other_orig;tool_search_paperity;tool_search_pubmed;tool_search_scopus;tool_search_worldcat;tool_search_wos;tool_share_benchfly;tool_share_benchling;tool_share_myexp;tool_share_osf;tool_share_other;tool_share_other_orig;tool_share_protocolonline;tool_share_protocolsio;tool_share_scipro;tool_submit_doaj;tool_submit_jcr;tool_submit_journalysis;tool_submit_other;tool_submit_other_orig;tool_submit_qoam;tool_submit_sci;tool_submit_scopus;tool_submit_sherpa;tool_write_authorea;tool_write_gdocs;tool_write_latex;tool_write_other;tool_write_other_orig;tool_write_overleaf;tool_write_scalar;tool_write_scrivener;tool_write_word
"4329a2f291a795c0c2e9a5c9302d1cf8";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"before 1991";"";1;1;0;0;1;0;"";"";0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";1;1;0;0;0;0;0;"";"";0;0;1;0;0;"";"";0;0;0;0;0;1;0;1;0;0;"";"";1;0;0;0;1;1;"";"";1;1;0;1;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4346501020b62b0081c6cdbe461671d5";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2006-2010";"";0;0;0;0;1;0;"";"";0;0;1;0;0;1;0;"";"";0;1;1;1;0;0;0;"";"";0;1;0;0;0;0;1;1;"";"";1;0;0;0;"";"";0;0;1;0;0;0;0;0;0;"";"";0;0;0;1;0;0;1;"";"";0;0;0;0;0;"";"";1;0;0;0;0;1;1;1;0;1;"";"";1;0;1;0;0;0;"";"";0;0;0;1;0;1;1;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;"";"";1;1;0;0;0;0;1;1;"";0;0;0;1;1;1;0;0;1;"";"";0;0;0;1;1;0;"";"";0;0;0;0;1;1;1;"";"";0;0;1;1
"4354aa20ec6b58a8aeec73fc99fc3c14";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Physical Sciences";0;0;0;0;0;1;0;"before 1991";"1) First Open Access pest will continue to explosively grow; 2) Then, we will all be shocked about the mess, discuss how this was possible and try (but fail) to find those to blame ; 3) Return to pay for quality system instead of pay for publishing-no-matter-how-bad";-1;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"Newsletters from specific journals";"Email alerts from journals";1;0;1;0;1;0;0;"Custom programs";"Our own software";0;0;0;0;0;0;0;0;"Suplementary material in journal article";"Supporting Information that goes with the articles in the journals";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"Journals (closed & open access)";"Journals";0;0;0;0;0;0;0;"";"";0;0;1;0;0;"";"";0;0;1;0;0;0;0;0;0;1;"";"";1;1;0;0;0;0;"Journal (Reputable Open Access)";"1) Verlag Chemie (Wiley-VCH); 2) ACS; 3) RSC";0;1;0;0;0;0;0;0;"Preview (Mac OS)";"Apple Preview app";1;0;0;0;0;"I hate reference managers. They cause my coworkers not to think anymore about what they cite and how to structure it. And they cause many compatibility issues. They are a pest.";"I hate reference managers. They cause my coworkers not to think anymore about what they cite and how to structure it. And they cause many compatibility issues. They are a pest.";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"Publishers websites (e.g. VCH journals)";0;0;0;0;1;0;0;0;0;"iCloud";"Apple iCloud";0;0;0;0;0;0;"Reputation";"Reputation";0;0;0;0;0;0;0;"Pages (Mac OS)";"Apple Pages";0;0;0;1
"43708cc78b5521a171e6adcda48948b7";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2006-2010";"";0;0;1;0;1;0;"";"";0;0;1;0;0;0;0;"";"";1;0;0;0;1;0;1;"NVivo,Atlas.ti,Transana";"NVivo
Atlas.ti
Transana";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;"";"";0;1;0;1;1;0;0;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"438752eaa55444baec1bb8fcac8dc2cc";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2011-2016";"open access";1;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"e-mail alert (Pubmed)";"pubmed";1;0;0;0;0;0;0;"Stata";"STATA";1;0;1;0;0;0;0;0;"none";"none";0;0;0;0;"none";"none";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;0;"";"";1;0;0;0;0;"";"";0;0;1;0;0;0;1;0;0;1;"";"";1;0;0;0;1;1;"";"";1;1;0;1;0;0;0;1;"";"";0;0;0;0;1;"";"";0;0;0;0;0;"none";"none";0;0;0;0;0;0;1;0;"";0;1;1;0;1;0;0;0;0;"";"None";0;0;0;0;0;0;"none";"none";0;0;0;0;0;0;0;"";"";0;0;0;1
"43d9cf0d5f44fe4d7541309bf1418cc6";"PhD student";"PhD student";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"2011-2016";"more low key, directed at the bigger public, more interesting, lively presentations";1;1;1;0;1;0;"";"";0;0;1;0;0;0;0;"";"";1;0;0;0;1;0;0;"";"";0;0;1;0;0;0;0;0;"Encrypted files";"enscripted files";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;1;0;1;0;0;1;0;1;"";"";1;0;0;0;0;0;"";"";1;0;0;1;0;0;0;0;"";"";0;0;0;0;0;"";"";1;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;1;0;0;0;0;"Dropbox";"Dropbox";0;0;0;0;0;0;"Consulting peers (colleagues/supervisor/promotor)";"personal experience professor";0;0;0;0;0;0;0;"";"";0;0;0;1
"446b9808a727feb5e914364e80923efc";"PhD student";"PhD student";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"2011-2016";"";1;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;0;"";"";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;"";"";0;0;0;1;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"44c13472d17fd1c491f05dabaae3d8d5";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2006-2010";"";1;-1;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;0;"";"";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";1;1;0;1;0;0;0;0;"EndNote";"EndNote";0;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"44c98aee32a79ac31ab1dcd9624d1c51";"Bachelor/Master student";"Bachelor/Master student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"I haven't published (yet)";"";0;1;0;0;1;1;"";"";0;0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;1;0;0;0;0;1;"";"";0;0;1;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;1;0;0;1;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;1;0;"";"";0;0;0;1
"4697570f004807742bf6748f7412485e";"PhD student";"PhD student";"";"Netherlands";"Engineering & Technology";0;1;0;0;0;0;0;"2011-2016";"";0;0;1;0;1;0;"";"";0;0;1;0;0;1;1;"";"";1;0;0;0;1;0;1;"Python";"Python scripts";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"LinkedIn";"LinkedIn";0;1;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;0;0;"LinkedIn";"LinkedIn";1;0;0;0;0;0;"";"";0;1;0;0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;1;1;1;"";"";0;0;0;1
"46b7026efd50d828bbdbe8ed2839001b";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Germany";"Multiple";0;0;0;1;1;0;0;"2001-2005";"";1;1;0;0;1;0;"Facebook Groups For Article Exchange";"I use the Facebook group "Exchange scientific articles - Biomedical"";0;0;1;0;0;1;0;"";"";0;0;1;0;1;0;0;"Graphpad Prism";"Graphpad Prism";1;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;1;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;1;1;0;1;"";"";1;1;0;0;1;1;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;1;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4701ea932c90080579b86762f7479a73";"PhD student";"PhD student";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2011-2016";"";1;0;1;0;1;0;"";"";0;0;1;0;0;0;0;"";"";1;0;0;0;0;0;0;"Atlas.ti";"Atlas.ti";0;0;1;0;0;0;0;0;"none";"none of the above";0;0;0;0;"none";"None";0;0;0;0;0;0;0;0;0;"";"";0;1;0;1;0;0;1;"";"";0;0;0;0;0;"none";"None specific";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;"";"";0;1;0;1;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;1;0;"Researchgate";0;1;0;0;1;0;0;0;0;"";"none";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4708ae0da2f5cb73793ecfd3ca630984";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"1991-2000";"";1;0;0;0;1;0;"";"";0;0;0;0;0;0;1;"";"";1;0;0;0;1;0;0;"";"";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;0;"";"";1;1;1;0;0;"";"";0;0;0;0;1;0;0;0;0;1;"";"";1;1;0;0;1;0;"";"";1;1;0;1;1;0;0;1;"";"";1;0;0;1;1;"";"";0;0;0;0;0;"";"";0;0;0;1;0;0;1;1;"";0;1;0;0;1;0;0;0;0;"";"NONE";0;0;0;0;0;0;"";"";0;0;1;0;0;0;0;"EndNote";"ENDNOTE";0;0;0;1
"4788cc0fae169399cf5a28a0d2d01a37";"Postdoc";"Postdoc";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"2011-2016";"I would love to see a webside that shows a research summary, per subject and author, such as the nature milestones.";1;0;1;0;1;0;"";"";0;0;1;0;0;1;0;"e-mail alert (NCBI)";"NCBI";0;0;0;0;1;0;1;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;1;0;0;0;0;0;"";"";0;0;1;0;0;"";"";0;0;1;0;0;0;1;0;0;0;"";"";1;0;0;0;1;0;"";"";1;1;0;1;0;0;0;1;"Citavi";"Citavi";0;0;1;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;1;1
"479c7a8e506b5e9ce5115a267d4207f6";"Postdoc";"Postdoc";"";"Netherlands";"Multiple";0;0;0;1;1;0;0;"2011-2016";"Rapid Review
Data Sharing";1;1;1;0;0;0;"";"";0;0;1;0;0;1;1;"";"";0;0;0;0;1;0;1;"FSL";"FSL";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"Academia.edu";"Academia";1;0;0;1;0;0;1;"";"";1;0;1;0;0;"Facebook";"Facebook";0;0;1;1;0;1;1;0;0;0;"";"";0;0;0;0;1;0;"";"";1;1;0;1;1;0;0;1;"";"";1;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"";0;1;0;0;1;0;0;0;0;"";"";0;0;0;0;1;0;"Google Scholar Metrics";"Google Scholar Metrics";0;0;0;0;0;0;0;"";"";0;0;0;1
"48c0f9342ff38de6052fd2e77b2ab265";"PhD student";"PhD student";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"2011-2016";"";1;1;0;0;1;0;"";"";0;0;1;0;0;1;0;"";"";0;0;0;0;1;0;1;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";1;0;1;0;0;"";"";1;0;0;0;0;0;1;0;0;0;"";"";0;0;0;0;0;0;"";"";0;1;0;1;0;0;0;1;"";"";0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;1;0;0;0;0;"e-Notebook";"E-Notebook";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4952ef54e3624b46a8dd13a2ec44fc4c";"PhD student";"PhD student";"";"Netherlands";"Multiple";0;0;0;1;1;0;0;"2011-2016";"publication of negative results";1;-1;1;0;1;0;"";"";0;0;0;0;0;0;0;"e-mail alert (Pubmed)";"pubmed";0;0;0;0;1;0;0;"GraphPad,Flowjo";"Graph Pad, Flowjo";0;0;0;0;0;0;0;0;"Dropbox";"dropbox";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";1;0;0;1;0;0;0;1;"Pen and Paper";"paper";0;0;0;1;1;"Reference Manager";"Reference manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"";0;1;0;0;0;0;0;0;0;"eLabjournal.com";"eLabjournal.com";0;0;0;0;0;0;"No sites";"No sites";0;0;0;0;0;0;0;"";"";0;0;0;1
"49a92aa59185fc9d6bb8128547717daa";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Multiple";0;0;0;1;1;0;0;"1991-2000";"";1;1;1;0;1;1;"";"";1;0;1;0;1;1;0;"";"";1;0;1;0;1;0;0;"Graphpad Prism";"Graphpad Prism";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;1;0;0;0;0;1;"";"";0;1;1;0;0;"";"";0;0;1;0;0;0;1;0;0;1;"";"";1;1;0;1;1;1;"";"";1;1;0;1;1;0;0;0;"";"";1;0;0;1;1;"";"";0;0;0;0;0;"MS Word";"word";0;0;0;0;0;0;1;1;"";0;1;1;0;1;0;0;0;0;"Dropbox";"dropbox";0;0;0;0;1;0;"";"";0;1;1;0;0;1;0;"";"";0;0;0;1
"49c8a30452fa49fc5abb8be35cd2e910";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2011-2016";"Mixing of traditional scholarly communication in international, peer-reviewed journals and other scholarly or non-scholarly communication";1;1;1;0;1;1;"";"";0;0;1;0;0;0;0;"Academia.edu,e-mail alert (JournalTOCs)";"Academia, emails from the journals themselves";1;0;0;0;1;0;0;"Atlas.ti";"Atlas.ti";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";1;0;0;0;0;0;0;0;0;"Dropbox";"Dropbox";0;0;0;0;0;0;1;"";"";0;0;1;0;0;"";"";0;0;0;0;0;1;0;0;0;1;"";"";1;1;0;0;0;0;"";"";1;1;0;1;0;0;0;0;"Pen and Paper";"paper and pencil";0;0;0;1;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;1;0;0;0;0;"Dropbox";"Dropbox";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"49d19d616533c01750b3562d2b7dfaa1";"PhD student";"PhD student";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2011-2016";"open acces";1;0;0;0;1;1;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;0;"MS Access";"access";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;1;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;0;0;"";"";0;1;0;0;0;"";"";0;0;0;0;0;0;0;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"49e1c70997761c9f2e8eccfaa2c647b8";"Postdoc";"Postdoc";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2011-2016";"Online sharing through sites like ResearchGate";1;1;0;0;1;1;"";"";0;0;1;0;0;1;0;"e-mail alert (Pubmed)";"PubMed";1;0;0;0;0;0;0;"";"";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";0;1;0;0;0;0;0;"";"";0;0;1;0;0;"LinkedIn,ResearchGate";"LinkedIn
ResearchGate";0;0;0;0;0;0;1;0;0;0;"";"";1;0;0;0;0;0;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;0;0;"Reference Manager";"Reference Manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"Web of Science";"web of science";0;0;0;0;0;0;0;"";"";0;0;0;1
"4a17ef52a07756095da0f722db4f7929";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"I haven't published (yet)";"";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;0;"MLWIN,Atlas.ti";"Mlwin and Atlas.ti";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4a49b70d0f38b883ab2be6b15bde0082";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2011-2016";"i don't know";1;1;0;0;1;0;"";"";0;0;1;0;0;0;0;"";"";1;0;0;0;1;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;1;0;1;0;0;0;0;"";"";0;0;0;1;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4a5126c8101d96a2faef39104a885ea2";"PhD student";"PhD student";"";"Netherlands";"Multiple";0;0;0;0;1;0;1;"2011-2016";"";1;1;0;0;1;0;"";"";0;0;1;0;0;0;0;"";"";0;0;0;0;1;0;0;"";"";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;0;0;"";"";1;1;0;1;0;0;0;0;"";"";0;0;0;0;0;"Reference Manager";"reference manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4beed3a6b81c5eda247ff7ac3e39b60c";"PhD student";"PhD student";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"I haven't published (yet)";"";0;1;0;0;1;1;"";"";0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;1;0;0;0;1;"";"";0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"VU e-library";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4dbfccb7a7fbad2108c4396ba80dd9f8";"PhD student";"PhD student";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"I haven't published (yet)";"Ability to save data in the cloud and to share protocols/labjournals directly";1;1;0;0;1;0;"";"";0;0;1;0;0;0;0;"e-mail alert (Pubmed)";"Pubmed";0;0;0;0;1;0;0;"";"";1;0;0;0;0;0;0;0;"SURFdrive";"Surfdrive";0;0;0;0;"";"";1;0;0;0;0;0;0;0;0;"Mendeley";"Mendeley";0;0;0;0;0;0;0;"none";"None";0;0;0;0;0;"none";"None";0;0;0;0;0;0;0;1;0;0;"";"";0;0;0;0;0;0;"";"";0;1;0;1;0;0;0;1;"";"";0;0;0;0;1;"";"";0;0;0;0;0;"Pubmed";"Pubmed";0;0;0;0;0;0;1;1;"";0;1;0;0;0;0;0;0;0;"OneNote";"OneNote";0;0;0;0;0;1;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"4e4c1e26615b24fd3bbcdfdc210eb8ac";"PhD student";"PhD student";"";"United States";"arts and Humanities";1;0;0;0;0;0;0;"2001-2005";"Open access publishing";1;1;0;0;1;0;"Academia.Edu,Google For PDF";"Academia.edu, Google internet search";0;0;1;0;0;0;0;"Academia.edu,Newsletters from specific journals";"Academia.edu; Society of Biblical Literature email updates (re: field journal)";0;0;1;0;1;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"Academia.edu";"Academia.edu";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;1;0;1;1;0;0;0;0;"";"";1;0;0;0;0;0;"";"";1;1;0;1;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;0;1;0;"ATLA religious database
JSTOR";0;0;0;1;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"Open Office";"Open Office.";0;0;0;0
"4e8f6491837c7dc91dcdadf7fb1449e8";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"arts and Humanities";1;0;0;0;0;0;0;"before 1991";"More concurrence";1;0;0;0;1;0;"Linkedin";"LinkedIn";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"Institutional website (department/faculty),LinkedIn";"Site of our department; LinkedIn";0;0;0;0;0;0;0;0;0;0;"LinkedIn";"LinkedIn";0;0;0;0;0;0;"";"";0;0;0;1;1;0;0;0;"Pen and Paper,Pen and Paper";"Printed versions; book";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";1;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"Call for papers";"calls for papers";0;0;0;0;0;0;0;"";"";0;0;0;1
